Cue,Target,Probability
DOWNTOWN, HECTIC,0.007
DOWNTOWN, HOT,0.007
DOWNTOWN, HUB,0.007
DOWNTOWN, INTOXICATION,0.007
DOWNTOWN, MAZE,0.007
DOWNTOWN, MIDDLE,0.007
DOWNTOWN, MIDTOWN,0.007
DOWNTOWN, OFFICE,0.007
DOWNTOWN, PEOPLE,0.007
DOWNTOWN, POLICE,0.007
DOWNTOWN, SKYSCRAPERS,0.007
DOWNTOWN, TRAIN,0.007
DOZE, CLASS,0.007
DOZE, CLOCK,0.007
DOZE, DIZZY,0.007
DOZE, DOZEN,0.007
DOZE, DRIFT,0.007
DOZE, DRUG,0.007
DOZE, FALL ASLEEP,0.007
DOZE, MACHINE,0.007
DOZE, PAIN,0.007
DOZE, RELAX,0.007
DOZE, REST,0.007
DOZE, SCHOOL,0.007
DOZE, TINED,0.007
DOZE, TWELVE,0.007
DOZEN, BAKERS,0.007
DOZEN, BECAUSE,0.007
DOZEN, BUNCH,0.007
DOZEN, HALF,0.007
DOZEN, ONE,0.007
DOZEN, ROSES,0.007
DOZEN, SLEEP,0.007
DOZEN, TEAM,0.007
DRACULA, DARK,0.007
DRACULA, DEVIL,0.007
DRACULA, FAKE,0.007
DRACULA, GOTHIC,0.007
DRACULA, GRIEF,0.007
DRACULA, HORROR,0.007
DRACULA, PILL,0.007
DRACULA, TRANSYLVANIA,0.007
DRACULA, WEREWOLF,0.007
DRAFT, BREEZE,0.007
DRAFT, CARD,0.007
DRAFT, CHECK,0.007
DRAFT, COPY,0.007
DRAFT, DESIGN,0.007
DRAFT, DRAW,0.007
DRAFT, FIRE,0.007
DRAFT, FIRST,0.007
DRAFT, MOVE INTO,0.007
DRAFT, PAPER,0.007
DRAFT, PRODUCE,0.007
DRAFT, SAVE,0.007
DRAFT, TAKE,0.007
DRAFT, TRIAL,0.007
DRAG, AIR,0.007
DRAG, BEHIND,0.007
DRAG, BLANKET,0.007
DRAG, BOREDOM,0.007
DRAG, CARRY,0.007
DRAG, CHAIN,0.007
DRAG, CHAIR,0.007
DRAG, DOG,0.007
DRAG, DOWN,0.007
DRAG, FEMALE,0.007
DRAG, FORCE,0.007
DRAG, GRAB,0.007
DRAG, HANG,0.007
DRAG, LACK,0.007
DRAG, LEG,0.007
DRAG, LUG,0.007
DRAG, MAN,0.007
DRAG, ME,0.007
DRAG, MOVE,0.007
DRAG, NIGHT,0.007
DRAG, OBLIGATION,0.007
DRAG, PROCRASTINATE,0.007
DRAG, RACECAR,0.007
DRAG, STROLL,0.007
DRAG, SUCKS,0.007
DRAG, THIS IS,0.007
DRAG, TIRED,0.007
DRAG, TOTE,0.007
DRAG, TRACTOR,0.007
DRAG, WIND,0.007
DRAGON, ADVENTURE,0.007
DRAGON, ARMOR,0.007
DRAGON, BEAST,0.007
DRAGON, CAVE,0.007
DRAGON, DANGER,0.007
DRAGON, DINOSAUR,0.007
DRAGON, FAIRYTALE,0.007
DRAGON, FIERCE,0.007
DRAGON, GENTLE,0.007
DRAGON, GOLD,0.007
DRAGON, IMAGINATION,0.007
DRAGON, LAIR,0.007
DRAGON, MAJESTY,0.007
DRAGON, MALE,0.007
DRAGON, REPTILE,0.007
DRAGON, STOUT,0.007
DRAGON, TERROR,0.007
DRAGON, WAGON,0.007
DRAGON, WITCH,0.007
DRAGON, YEAR,0.007
DRAIN, AGE,0.007
DRAIN, BLOOD,0.007
DRAIN, DISH,0.007
DRAIN, DROP,0.007
DRAIN, EVAPORATE,0.007
DRAIN, FILL,0.007
DRAIN, HAIR,0.007
DRAIN, HOLE,0.007
DRAIN, HOSE,0.007
DRAIN, MACARONI,0.007
DRAIN, OOZE,0.007
DRAIN, OPEN,0.007
DRAIN, POOL,0.007
DRAIN, RAIN,0.007
DRAIN, SOAK,0.007
DRAIN, SPAGHETTI,0.007
DRAIN, STOPPAGE,0.007
DRAIN, STRAIN,0.007
DRAIN, SUCK,0.007
DRAIN, TAKE AWAY,0.007
DRAIN, TIRE,0.007
DRAIN, WASTE,0.007
DRAIN, WELL,0.007
DRAMA, AWARD,0.007
DRAMA, BIG,0.007
DRAMA, BORING,0.007
DRAMA, CATHARSIS,0.007
DRAMA, CHARACTER,0.007
DRAMA, CLASS,0.007
DRAMA, CLUB,0.007
DRAMA, COACH,0.007
DRAMA, COURSE,0.007
DRAMA, DANCE,0.007
DRAMA, DEEP,0.007
DRAMA, DRAMATIC,0.007
DRAMA, EVENT,0.007
DRAMA, FACES,0.007
DRAMA, FAKE,0.007
DRAMA, GUILD,0.007
DRAMA, LIGHTING,0.007
DRAMA, SATIRE,0.007
DRAMA, SERIES,0.007
DRAMA, SERIOUS,0.007
DRAMA, SILLY,0.007
DRAMA, SOAPS,0.007
DRAMA, STORY,0.007
DRAMA, TELEVISION,0.007
DRAMA, TRAGEDY,0.007
DRAMA, TRAUMA,0.007
DRAPES, BALANCE,0.007
DRAPES, CARPET,0.007
DRAPES, COVERINGS,0.007
DRAPES, DIRTY,0.007
DRAPES, DRAW,0.007
DRAPES, FIRE,0.007
DRAPES, FLORAL,0.007
DRAPES, FURNITURE,0.007
DRAPES, HIDE,0.007
DRAPES, ROD,0.007
DRAPES, ROOM,0.007
DRAPES, SECRET,0.007
DRAW, ACCENT,0.006
DRAW, BEER,0.006
DRAW, BOARD,0.006
DRAW, BRIDGE,0.006
DRAW, COLLEGE,0.006
DRAW, CONVEY,0.006
DRAW, DESIGN,0.006
DRAW, DRAIN,0.006
DRAW, DREW,0.006
DRAW, ERASE,0.006
DRAW, FACES,0.006
DRAW, FIRE,0.006
DRAW, MARK,0.006
DRAW, MODEL,0.006
DRAW, NO,0.006
DRAW, PRETTY,0.006
DRAW, RED,0.006
DRAW, STICK,0.006
DRAW, STRING,0.006
DRAW, TRACE,0.006
DRAWER, CHESTER,0.008
DRAWER, COMPARTMENT,0.008
DRAWER, CONTAINER,0.008
DRAWER, CONTENTS,0.008
DRAWER, EMPTY,0.008
DRAWER, FULL,0.008
DRAWER, FURNITURE,0.008
DRAWER, HANDMADE,0.008
DRAWER, HIDDEN,0.008
DRAWER, KNOB,0.008
DRAWER, MANY,0.008
DRAWER, NEAT,0.008
DRAWER, OAK,0.008
DRAWER, OPEN,0.008
DRAWER, PAINTER,0.008
DRAWER, PANTS,0.008
DRAWER, PICTURE,0.008
DRAWER, SHELF,0.008
DRAWER, SPACE,0.008
DRAWER, TABLE,0.008
DRAWING, BODY,0.007
DRAWING, CHARCOAL,0.007
DRAWING, DEPICTING,0.007
DRAWING, EXPRESSION,0.007
DRAWING, FUN,0.007
DRAWING, LANDSCAPE,0.007
DRAWING, LOTTERY,0.007
DRAWING, MARKERS,0.007
DRAWING, MONEY,0.007
DRAWING, NUDE,0.007
DRAWING, PEN,0.007
DRAWING, PERSONAL,0.007
DRAWING, PRETTY,0.007
DRAWING, PUPPY,0.007
DRAWING, STRAIGHT,0.007
DRAWING, TABLE,0.007
DREAM, BIG,0.007
DREAM, COLOR,0.007
DREAM, COOL,0.007
DREAM, DARE,0.007
DREAM, DAY,0.007
DREAM, DESIRES,0.007
DREAM, FUTURE,0.007
DREAM, GIRL,0.007
DREAM, GOLF,0.007
DREAM, HAPPY,0.007
DREAM, HEAVEN,0.007
DREAM, HOUSE,0.007
DREAM, LOVE,0.007
DREAM, MEMORIES,0.007
DREAM, MIND,0.007
DREAM, MUSIC,0.007
DREAM, MYSTERY,0.007
DREAM, NICE,0.007
DREAM, PARADISE,0.007
DREAM, PEACEFUL,0.007
DREAM, REAL,0.007
DREAM, REALITY,0.007
DREAM, SAD,0.007
DREAM, SEE,0.007
DREAM, SMILE,0.007
DREAM, STATE,0.007
DREAM, WANTS,0.007
DREAM, WILD,0.007
DREAM, WONDER,0.007
DREAM, WONDERFUL,0.007
DRENCH, COVER,0.007
DRENCH, JEANS,0.007
DRENCH, RIVER,0.007
DRENCH, STINK,0.007
DRESS, ATTIRE,0.008
DRESS, BLUE,0.008
DRESS, CLOTH,0.008
DRESS, DAINTY,0.008
DRESS, FEMININE,0.008
DRESS, GOWN,0.008
DRESS, GRAY,0.008
DRESS, JEANS,0.008
DRESS, LACY,0.008
DRESS, LEGS,0.008
DRESS, MAXI,0.008
DRESS, NICELY,0.008
DRESS, OCCASION,0.008
DRESS, SALE,0.008
DRESS, SEW,0.008
DRESS, SEXY,0.008
DRESS, SHARP,0.008
DRESS, SHOP,0.008
DRESS, SHORT,0.008
DRESS, SHOWER,0.008
DRESS, SILK,0.008
DRESS, SLIP,0.008
DRESS, SOFT,0.008
DRESS, STRIP,0.008
DRESS, SUIT,0.008
DRESS, UNDRESS,0.008
DRESS, WELL,0.008
DRESS, WORK,0.008
DRESSER, ANTIQUE,0.007
DRESSER, BROWN,0.007
DRESSER, COSMETICS,0.007
DRESSER, CROSS,0.007
DRESSER, FASHION,0.007
DRESSER, HAIR,0.007
DRESSER, MAKE-UP,0.007
DRESSER, PERFUME,0.007
DRESSER, ROOM,0.007
DRESSER, TALL,0.007
DRESSER, TOP,0.007
DRESSER, VANITY,0.007
DRESSING, BANDAGE,0.007
DRESSING, BATHING,0.007
DRESSING, CLOSET,0.007
DRESSING, CODE,0.007
DRESSING, FATTENING,0.007
DRESSING, FOOD,0.007
DRESSING, GRAVY,0.007
DRESSING, MAKER,0.007
DRESSING, MAYONNAISE,0.007
DRESSING, MORNING,0.007
DRESSING, NAKED,0.007
DRESSING, NICE,0.007
DRESSING, NOT,0.007
DRESSING, PREPY,0.007
DRESSING, RANCH,0.007
DRESSING, SHIRT,0.007
DRESSING, SILK,0.007
DRESSING, STYLE,0.007
DRESSING, TOPPING,0.007
DRESSING, UP,0.007
DRIFT, APART,0.007
DRIFT, ASSAULT,0.007
DRIFT, CLUE,0.007
DRIFT, COAST,0.007
DRIFT, CONTINENTAL,0.007
DRIFT, COOL,0.007
DRIFT, CURRENT,0.007
DRIFT, DAZE,0.007
DRIFT, DIGRESS,0.007
DRIFT, DRAFT,0.007
DRIFT, DREAM,0.007
DRIFT, FAR,0.007
DRIFT, FISHING,0.007
DRIFT, FLY,0.007
DRIFT, JOB HOPPER,0.007
DRIFT, LEAVE,0.007
DRIFT, LINGER,0.007
DRIFT, LOANER,0.007
DRIFT, LONELY,0.007
DRIFT, LOSE,0.007
DRIFT, MIND,0.007
DRIFT, RELATIONSHIP,0.007
DRIFT, RIVER,0.007
DRIFT, SHOW,0.007
DRIFT, SLIDE,0.007
DRIFT, SNORE,0.007
DRIFT, STAY,0.007
DRIFT, STRAY,0.007
DRIFT, TO LEAVE OFF,0.007
DRILL, ARMY,0.007
DRILL, BELL,0.007
DRILL, BORE,0.007
DRILL, CAMP,0.007
DRILL, CARPENTER,0.007
DRILL, DUCK,0.007
DRILL, FIELD,0.007
DRILL, HALL,0.007
DRILL, HAMMER,0.007
DRILL, INSTRUCTOR,0.007
DRILL, LEARN,0.007
DRILL, MARCHING,0.007
DRILL, MATH,0.007
DRILL, NAVY,0.007
DRILL, ORDER,0.007
DRILL, PAIN,0.007
DRILL, POWER,0.007
DRILL, PRESS,0.007
DRILL, PRESSURE,0.007
DRILL, REAL,0.007
DRILL, SAW,0.007
DRILL, SCARE,0.007
DRILL, SCREW,0.007
DRILL, WORKBENCH,0.007
DRILL, YELL,0.007
DRINK, ALE,0.005
DRINK, BOOZE,0.005
DRINK, BUZZ,0.005
DRINK, COCKTAIL,0.005
DRINK, COLD,0.005
DRINK, DAIQUIRI,0.005
DRINK, DEER,0.005
DRINK, GIN,0.005
DRINK, GULP,0.005
DRINK, LEMON,0.005
DRINK, LIPS,0.005
DRINK, MARTINI,0.005
DRINK, MIX,0.005
DRINK, MONEY,0.005
DRINK, MUCH,0.005
DRINK, PARTY,0.005
DRINK, SHAKE,0.005
DRINK, SICK,0.005
DRINK, SIP,0.005
DRINK, SLEEP,0.005
DRINK, SOFT,0.005
DRINK, THROAT,0.005
DRINK, WHISKEY,0.005
DRIP, DRAIN,0.007
DRIP, ERODE,0.007
DRIP, GEEK,0.007
DRIP, GLUE,0.007
DRIP, ICE CREAM,0.007
DRIP, IDIOT,0.007
DRIP, MORON,0.007
DRIP, NASAL,0.007
DRIP, PAN,0.007
DRIP, POUR,0.007
DRIP, ROB,0.007
DRIP, STREAM,0.007
DRIP, WASTE,0.007
DRIVE, CAUTION,0.007
DRIVE, CRUISE,0.007
DRIVE, DOWN,0.007
DRIVE, DRINK,0.007
DRIVE, EASY,0.007
DRIVE, FUN,0.007
DRIVE, HOME,0.007
DRIVE, MOVE,0.007
DRIVE, PARK,0.007
DRIVE, ROAD,0.007
DRIVE, SEAT BELT,0.007
DRIVE, SHAFT,0.007
DRIVE, SIXTEEN,0.007
DRIVE, STAMINA,0.007
DRIVE, STRAIGHT,0.007
DRIVE, TRANSPORTATION,0.007
DRIVE, TRIP,0.007
DRIVE, URGENT,0.007
DRIVE, WAKE,0.007
DRIVER, BY,0.007
DRIVER, DANGEROUS,0.007
DRIVER, DUMB,0.007
DRIVER, GOLF,0.007
DRIVER, IRON,0.007
DRIVER, LEADER,0.007
DRIVER, NAVIGATOR,0.007
DRIVER, PERSON,0.007
DRIVER, PILOT,0.007
DRIVER, PIZZA,0.007
DRIVER, SCUBA,0.007
DRIVER, SEAT,0.007
DRIVER, USER,0.007
DRIVER, WHEEL,0.007
DRIVER, WOMEN,0.007
DRIVER, WOOD,0.007
DRIVER, WORD,0.007
DRIVEWAY, BASKETBALL,0.007
DRIVEWAY, BLACK,0.007
DRIVEWAY, CIRCLE,0.007
DRIVEWAY, DARK,0.007
DRIVEWAY, HAMMER,0.007
DRIVEWAY, LANDSCAPE,0.007
DRIVEWAY, MOVIE,0.007
DRIVEWAY, OIL,0.007
DRIVEWAY, PARKING LOT,0.007
DRIVEWAY, POTHOLE,0.007
DRIVEWAY, PROCEED,0.007
DRIVEWAY, SALAD,0.007
DRIVEWAY, SALE,0.007
DRIVEWAY, SKATEBOARD,0.007
DRIVEWAY, SLICK,0.007
DRIVEWAY, TAR,0.007
DRIVEWAY, TURN AROUND,0.007
DRIVEWAY, YARD,0.007
DROP, BALL,0.007
DROP, BOMB,0.007
DROP, BOOKS,0.007
DROP, BUCKET,0.007
DROP, CEILING,0.007
DROP, CLASSES,0.007
DROP, CLIFF,0.007
DROP, COURSE,0.007
DROP, CRASH,0.007
DROP, DELETE,0.007
DROP, EGG,0.007
DROP, EYE,0.007
DROP, FEAR,0.007
DROP, FLOOR,0.007
DROP, GATHER,0.007
DROP, GET,0.007
DROP, GUM,0.007
DROP, LEMON,0.007
DROP, LOUD,0.007
DROP, PICK,0.007
DROP, PUDDLE,0.007
DROP, SLIP,0.007
DROP, STAIRS,0.007
DROP, STOP,0.007
DROP, TEAR,0.007
DROP, TINY,0.007
DROVE, AHEAD,0.007
DROVE, ARMY,0.007
DROVE, AWAY,0.007
DROVE, BIRDS,0.007
DROVE, BOAT,0.007
DROVE, BULLS,0.007
DROVE, BUSHES,0.007
DROVE, COVE,0.007
DROVE, COWS,0.007
DROVE, DOWN,0.007
DROVE, EXHAUSTED,0.007
DROVE, EXPLORE,0.007
DROVE, FLEW,0.007
DROVE, HEARD,0.007
DROVE, HORSE,0.007
DROVE, IN,0.007
DROVE, LARGE,0.007
DROVE, LOTS,0.007
DROVE, MANY,0.007
DROVE, MASS,0.007
DROVE, MOUNTAIN,0.007
DROVE, MYRAID,0.007
DROVE, OVER,0.007
DROVE, PUSH,0.007
DROVE, PUSHED,0.007
DROVE, RUN,0.007
DROVE, SCHOOL,0.007
DROVE, STOP,0.007
DROVE, STRAIGHT,0.007
DROVE, SWARM,0.007
DROVE, TRIP,0.007
DROVE, WALKED,0.007
DROVE, WENT,0.007
DROVE, WIND,0.007
DROWN, BOG,0.007
DROWN, BOY,0.007
DROWN, BROWN,0.007
DROWN, BUBBLE,0.007
DROWN, CHILD,0.007
DROWN, FLOAT,0.007
DROWN, HATE,0.007
DROWN, LIFEGUARD,0.007
DROWN, LIRE,0.007
DROWN, LUNG,0.007
DROWN, ME,0.007
DROWN, OUT,0.007
DROWN, PERSON,0.007
DROWN, PUPPY,0.007
DROWN, RAT,0.007
DROWN, RESCUE,0.007
DROWN, SAD,0.007
DROWN, UP,0.007
DROWSY, AWAKE,0.007
DROWSY, AWARE,0.007
DROWSY, CHEEKY,0.007
DROWSY, CLASS,0.007
DROWSY, CRAZY,0.007
DROWSY, DEEP,0.007
DROWSY, DRUG,0.007
DROWSY, FATIGUED,0.007
DROWSY, LATE,0.007
DROWSY, LAZY,0.007
DROWSY, MORNINGS,0.007
DROWSY, NAP,0.007
DROWSY, NIGHTTIME,0.007
DROWSY, NO,0.007
DROWSY, PEP,0.007
DROWSY, PERSON,0.007
DROWSY, PILL,0.007
DROWSY, SLOW,0.007
DROWSY, WEAK,0.007
DRUG, ALTERING,0.007
DRUG, AMPHETAMINE,0.007
DRUG, BUZZ,0.007
DRUG, CHEMICAL,0.007
DRUG, DANGER,0.007
DRUG, DEADLY,0.007
DRUG, DEPENDENT,0.007
DRUG, DOPE,0.007
DRUG, DOSE,0.007
DRUG, EUPHORIA,0.007
DRUG, FUN,0.007
DRUG, GROSS,0.007
DRUG, HALLUCINATE,0.007
DRUG, HARMFUL,0.007
DRUG, HEALTH,0.007
DRUG, HOSPITAL,0.007
DRUG, ILLNESS,0.007
DRUG, KILL,0.007
DRUG, LEVEL,0.007
DRUG, LSD,0.007
DRUG, MANY,0.007
DRUG, NEEDLE,0.007
DRUG, NO,0.007
DRUG, OVERDOSE,0.007
DRUG, PAIN,0.007
DRUG, PHARMACY,0.007
DRUG, PROBLEM,0.007
DRUG, REMEDY,0.007
DRUG, STUPID,0.007
DRUG, SUBSTANCE,0.007
DRUG, TAKE,0.007
DRUG, TESTING,0.007
DRUG, TIRED,0.007
DRUG, TRIP,0.007
DRUG, USER,0.007
DRUG, WEIRD,0.007
DRUGS, ABUSER,0.007
DRUGS, AMOUNT,0.007
DRUGS, BOREDOM,0.007
DRUGS, CHEMICALS,0.007
DRUGS, COLUMBIA,0.007
DRUGS, CURE,0.007
DRUGS, DEADLY,0.007
DRUGS, DEALERS,0.007
DRUGS, DESTRUCTION,0.007
DRUGS, DUMB,0.007
DRUGS, FEELING,0.007
DRUGS, HEALING,0.007
DRUGS, HEROINE,0.007
DRUGS, JOINT,0.007
DRUGS, LOSER,0.007
DRUGS, MARIJUANA,0.007
DRUGS, MEDICATION,0.007
DRUGS, PAIR,0.007
DRUGS, PARTYING,0.007
DRUGS, PRESCRIPTION,0.007
DRUGS, PROBLEMS,0.007
DRUGS, RIDICULOUS,0.007
DRUGS, ROCK-N-ROLL,0.007
DRUGS, SCARY,0.007
DRUGS, SICK,0.007
DRUGS, SMOKE,0.007
DRUGS, STREETS,0.007
DRUGS, TAKE,0.007
DRUGS, TEST,0.007
DRUGS, UNHEALTHY,0.007
DRUGS, USER,0.007
DRUGS, WASTED,0.007
DRUM, BOOM,0.006
DRUM, BUGLE,0.006
DRUM, CORPS,0.006
DRUM, EAR,0.006
DRUM, FISH,0.006
DRUM, FOOTBALL,0.006
DRUM, HEART,0.006
DRUM, MALLET,0.006
DRUM, PLAY,0.006
DRUM, POUND,0.006
DRUM, RHYTHM,0.006
DRUM, ROUND,0.006
DRUM, SHARP,0.006
DRUM, SOUND,0.006
DRUM, TAP,0.006
DRUM, THUMP,0.006
DRUM, TOY,0.006
DRUNK, ALCOHOLISM,0.007
DRUNK, BOTTLE,0.007
DRUNK, CRAZY,0.007
DRUNK, DEAD,0.007
DRUNK, DEATH,0.007
DRUNK, DELIRIOUS,0.007
DRUNK, DISGRACE,0.007
DRUNK, DISGUSTING,0.007
DRUNK, DIZZY,0.007
DRUNK, FALL,0.007
DRUNK, FRIDAY NIGHT,0.007
DRUNK, GLASS,0.007
DRUNK, HATE,0.007
DRUNK, HAZE,0.007
DRUNK, HELL,0.007
DRUNK, JUNK,0.007
DRUNK, MESSED-UP,0.007
DRUNK, MURDERER,0.007
DRUNK, NIGHTLY,0.007
DRUNK, PARTY,0.007
DRUNK, QUARTERS,0.007
DRUNK, SCHOOL,0.007
DRUNK, SILLY,0.007
DRUNK, SMASHED,0.007
DRUNK, STINKING,0.007
DRUNK, STONED,0.007
DRUNK, TERRIBLE,0.007
DRUNK, TOILET,0.007
DRUNK, VODKA,0.007
DRUNK, WEEKENDS,0.007
DRUNK, YOUTH,0.007
DRY, ARID,0.005
DRY, ARIZONA,0.005
DRY, CHAPPED,0.005
DRY, CLEANER,0.005
DRY, COOL,0.005
DRY, CRACKED,0.005
DRY, DAMP,0.005
DRY, DIRT,0.005
DRY, DIRTY,0.005
DRY, EMPTY,0.005
DRY, FLAKY,0.005
DRY, FLAT,0.005
DRY, FLORIDA,0.005
DRY, FOOD,0.005
DRY, HANDS,0.005
DRY, HARM,0.005
DRY, HEAD,0.005
DRY, HUMID,0.005
DRY, ICE,0.005
DRY, MARTINI,0.005
DRY, SHEET,0.005
DRY, SOFT,0.005
DRY, SOGGY,0.005
DRY, STORAGE,0.005
DRY, SURE,0.005
DRY, UP,0.005
DRY, WASH,0.005
DRYER, CARBURETOR,0.007
DRYER, DOWNY,0.007
DRYER, PERFECT,0.007
DRYER, SPIN,0.007
DRYER, TRY,0.007
DUCK, BLIND,0.007
DUCK, BREAD,0.007
DUCK, CUTE,0.007
DUCK, DOWN,0.007
DUCK, DRAKE,0.007
DUCK, FEATHER,0.007
DUCK, LAKE,0.007
DUCK, LOON,0.007
DUCK, MALLARD,0.007
DUCK, STUFFED,0.007
DUCKS, ANAHEIM,0.007
DUCKS, BABIES,0.007
DUCKS, BEAKS,0.007
DUCKS, CLOTHES,0.007
DUCKS, DAFFY,0.007
DUCKS, DINNER,0.007
DUCKS, EGGS,0.007
DUCKS, FARM,0.007
DUCKS, FISH,0.007
DUCKS, FOOD,0.007
DUCKS, GOAT,0.007
DUCKS, PAWN,0.007
DUCKS, WHITE,0.007
DUE, AMOUNT,0.007
DUE, BALANCE,0.007
DUE, COMPLETE,0.007
DUE, CRAZY,0.007
DUE, EARLY,0.007
DUE, EXPENSE,0.007
DUE, HUMID,0.007
DUE, KITE,0.007
DUE, LAST,0.007
DUE, LEAVES,0.007
DUE, LIMIT,0.007
DUE, LOAN,0.007
DUE, NERD,0.007
DUE, OBLIGATION,0.007
DUE, PAID,0.007
DUE, PANIC,0.007
DUE, RUSH,0.007
DUE, SCHOOL,0.007
DUE, TEST,0.007
DUE, TOMORROW,0.007
DUE, TWO,0.007
DUE, UPCOMING,0.007
DUE, WHEN,0.007
DULL, BLADE,0.007
DULL, BLAND,0.007
DULL, CLASS,0.007
DULL, CLEAR,0.007
DULL, CLOUDS,0.007
DULL, CLOUDY,0.007
DULL, CREATIVE,0.007
DULL, DIM,0.007
DULL, EDGE,0.007
DULL, FLAT,0.007
DULL, GREY,0.007
DULL, HORNY,0.007
DULL, LAME,0.007
DULL, LIFELESS,0.007
DULL, LISTLESS,0.007
DULL, LIVELY,0.007
DULL, NEAT,0.007
DULL, POLISH,0.007
DULL, QUITE,0.007
DULL, ROUGH,0.007
DULL, SMOOTH,0.007
DULL, UNIMAGINATIVE,0.007
DULL, WORN,0.007
DUMB, ASS,0.006
DUMB, BLIND,0.006
DUMB, BLONDE,0.006
DUMB, BOSS,0.006
DUMB, CLOWN,0.006
DUMB, DOPEY,0.006
DUMB, HAND,0.006
DUMB, IGNORANT,0.006
DUMB, INANE,0.006
DUMB, INTELLIGENT,0.006
DUMB, KIND,0.006
DUMB, NINNY,0.006
DUMB, NUMB,0.006
DUMB, PEOPLE,0.006
DUMB, QUIET,0.006
DUMB, REJECT,0.006
DUMB, RETARDED,0.006
DUMB, SEE,0.006
DUMB, SLOW,0.006
DUMB, SPACY,0.006
DUMB, SPEECHLESS,0.006
DUMP, BEDROOM,0.007
DUMP, BREAK-UP,0.007
DUMP, DESTROY,0.007
DUMP, DISCARD,0.007
DUMP, EMPTY,0.007
DUMP, GROUND,0.007
DUMP, HURT,0.007
DUMP, ILLEGAL,0.007
DUMP, JUMP,0.007
DUMP, JUNK,0.007
DUMP, LEAVE,0.007
DUMP, LOSE,0.007
DUMP, MESS,0.007
DUMP, OFF,0.007
DUMP, PLACE,0.007
DUMP, POLLUTE,0.007
DUMP, POUR,0.007
DUMP, RELEASE,0.007
DUMP, RETRIEVE,0.007
DUMP, RUBBISH,0.007
DUMP, SHACK,0.007
DUMP, SINK,0.007
DUMP, SMELL,0.007
DUMP, TAKE,0.007
DUMP, THROUGH,0.007
DUMP, TOSS,0.007
DUMP, TOXIC,0.007
DUMP, UNLOAD,0.007
DUMP, YUCK,0.007
DUNE, BEAR,0.007
DUNE, BOOK,0.007
DUNE, CAVE,0.007
DUNE, DARK,0.007
DUNE, DITCH,0.007
DUNE, FILM,0.007
DUNE, HOLE,0.007
DUNE, MESSIAH,0.007
DUNE, MOUND,0.007
DUNE, OVER,0.007
DUNE, OVER,0.007
DUNE, STORM,0.007
DUNE, TEMPLE,0.007
DUNE, TUNNEL,0.007
DUNGEON, CHAINS,0.008
DUNGEON, CHAMBER,0.008
DUNGEON, COLD,0.008
DUNGEON, DEPRESSION,0.008
DUNGEON, LEPROSY,0.008
DUNGEON, PALACE,0.008
DUNGEON, POISON,0.008
DUNGEON, PRISONER,0.008
DUNGEON, SKELETON,0.008
DUNGEON, VAMPIRE,0.008
DUNK, ALCOHOL,0.007
DUNK, APPLES,0.007
DUNK, BASEBALL,0.007
DUNK, BENEATH,0.007
DUNK, CAKE,0.007
DUNK, DRINK,0.007
DUNK, FALLING,0.007
DUNK, FORCE,0.007
DUNK, FUN,0.007
DUNK, HOOP,0.007
DUNK, MAN,0.007
DUNK, PLAYFUL,0.007
DUNK, SEAM,0.007
DUNK, SHOOT,0.007
DUNK, SOAR,0.007
DUNK, SUCK,0.007
DUNK, SURVIVE,0.007
DUNK, SWIRL,0.007
DUNK, YBOR,0.007
DUPLICATE, AGAIN,0.007
DUPLICATE, ANOTHER,0.007
DUPLICATE, DITTO,0.007
DUPLICATE, HUMAN,0.007
DUPLICATE, IDENTICAL,0.007
DUPLICATE, MAIL,0.007
DUPLICATE, MATCH,0.007
DUPLICATE, MIMIC,0.007
DUPLICATE, MODEL,0.007
DUPLICATE, ORIGINAL,0.007
DUPLICATE, PAIR,0.007
DUPLICATE, PLAGIARIZE,0.007
DUPLICATE, RECEIPT,0.007
DUPLICATE, REDO,0.007
DUPLICATE, REPLICA,0.007
DUPLICATE, REPLICATE,0.007
DUPLICATE, SOME,0.007
DUPLICATE, TEXT,0.007
DUPLICATE, TWICE,0.007
DUPLICATE, WARRIOR,0.007
DUPLICATE, XEROX,0.007
DUSK, DARKNESS,0.006
DUSK, DAY,0.006
DUSK, ITEM,0.005
DUSK, LOVE,0.006
DUSK, MORNING,0.006
DUSK, MOST,0.013
DUST, AIR,0.007
DUST, ANGEL,0.007
DUST, BAG,0.007
DUST, BOWL,0.007
DUST, CLOTH,0.007
DUST, COVERED,0.007
DUST, DEATH,0.007
DUST, DOWN,0.007
DUST, DRY,0.007
DUST, END,0.007
DUST, FORGOTTEN,0.007
DUST, GLASS,0.007
DUST, LENT,0.007
DUST, PLENTY,0.007
DUST, POWDER,0.007
DUST, SCRAPE,0.007
DUST, SHINE,0.007
DUST, SWEEP,0.007
DUST, WAX,0.007
DUST, WIPE,0.007
DUSTPAN, BIN,0.007
DUSTPAN, BRUSH,0.007
DUSTPAN, DUSTBIN,0.007
DUSTPAN, DUSTER,0.007
DUSTPAN, HIT,0.007
DUSTPAN, HOUSEWORK,0.007
DUSTPAN, POT,0.007
DUSTPAN, SKIRT,0.007
DUSTPAN, TRASH,0.007
DUSTPAN, VACUUM,0.007
DUSTPAN, WORK,0.007
DUTY, AIR FORCE,0.007
DUTY, AMERICAN,0.007
DUTY, AVOID,0.007
