Cues,Targets,Target Normed?,Sample Size,# Subjects Producing Target ,Forward Strength,Backward Strength,Mediated Strength,# Mediated Associates,# Non-Normed Potential Mediators,Shared Associate Strength,# Shared Associates,Cue Set Size,# Cue Competitors,Cue Competitor Strength,Cue Frequency (K&F),Cue Concreteness(Scale 1-7),Cue Homograph? (Letter=Yes),Cue Part of Speech,Mean Cue Connectivity,Cue Connectivity Strength,Cue Resonance Probability,Cue Resonance Strength,Target Set Size,# Target Competitors,Target Competitor Strength,Target Frequency (K&F),Target Concreteness(Scale 1-7),Target Homograph? (Letter=Yes),Target Part of Speech,Mean Target Connectivity,Target Connectivity Strength,Target Resonance Probability,Target Resonance Strength,# of Other Associate Links to Target,Strength of Other Associate Links to Target
UNITED,TOGETHER,YES,152,19,0.125,0,0,0,5,0,0,9,3,0.086,482,3.02,,,missing,missing,missing,missing,19,19,0.798,267,2.88,G,AD,1.84,4.1,0.58,2.23,missing,missing
UNITED,WAY,YES,152,3,0.02,0,0,0,5,0,0,9,3,0.191,482,3.02,,,missing,missing,missing,missing,14,13,0.781,909,2.61,,,1,3,0.46,1.73,missing,missing
UNIVERSE,COSMOS,NO,148,3,0.02,0,0,0,0,0,0,10,8,0.886,71,3.63,,,1.38,1.47,0.5,1.24,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNIVERSE,ETERNITY,YES,148,5,0.034,0,0,0,2,0,0,10,7,0.852,71,3.63,,,1.38,1.47,0.5,1.24,10,9,0.864,6,2.95,,,1.67,2.4,0.22,1.17,missing,missing
UNIVERSE,EVERYTHING,YES,148,2,0.014,0,0,0,2,0.0127,1,10,6,0.487,71,3.63,,,1.38,1.47,0.5,1.24,8,4,0.644,185,missing,,,1,1.13,0.6,1.47,missing,missing
UNIVERSE,MILKY WAY,NO,148,2,0.014,0,0,0,0,0,0,10,8,0.886,71,3.63,,,1.38,1.47,0.5,1.24,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNIVERSE,PLANET,YES,148,26,0.176,0.018,0.005,2,2,0.0112,2,10,5,0.527,71,3.63,,,1.38,1.47,0.5,1.24,9,6,0.781,21,5.64,,,3.56,2.73,0.78,2.34,2,0.055
UNIVERSE,SKY,YES,148,3,0.02,0,0.0177,1,2,0.002,2,10,5,0.683,71,3.63,,,1.38,1.47,0.5,1.24,12,9,0.878,58,5.32,,,1.18,1.56,0.82,2.03,missing,missing
UNIVERSE,SPACE,YES,148,13,0.088,0.061,0.0121,4,2,0.0145,2,10,3,0.433,71,3.63,,,1.38,1.47,0.5,1.24,25,19,0.521,184,3.59,,,1.91,4.08,0.68,2.76,4,0.108
UNIVERSE,STAR,YES,148,14,0.095,0,0.0217,3,2,0.0087,3,10,4,0.507,71,3.63,,,1.38,1.47,0.5,1.24,16,11,0.609,25,5.59,N,N,2.5,3.49,0.64,2.9,missing,missing
UNIVERSE,VAST,YES,148,11,0.074,0.014,0,0,2,0.0032,1,10,6,0.724,71,3.63,,,1.38,1.47,0.5,1.24,18,13,0.622,61,missing,,,1.87,2.7,0.07,1.07,0,0
UNIVERSE,WORLD,YES,148,57,0.385,0.152,0.0005,1,2,0,0,10,6,0.487,71,3.63,,,1.38,1.47,0.5,1.24,12,11,0.715,787,5.29,,,1.5,2.37,0.58,2.48,1,0.033
UNIVERSITY,CENTER,YES,148,6,0.041,0.041,0,0,1,0,0,14,12,0.814,214,5.87,,,3.15,3.67,0.23,1.15,11,10,0.73,224,3.63,,,0.36,0.96,0.18,1.16,0,0
UNIVERSITY,CLASS,YES,148,4,0.027,0,0.0121,3,1,0.0775,6,14,6,0.131,214,5.87,,,3.15,3.67,0.23,1.15,23,17,0.468,207,5.03,G,N,2.83,6.51,0.61,2.01,missing,missing
UNIVERSITY,COLLEGE,YES,148,38,0.257,0.105,0.043,4,1,0.0889,8,14,3,0.069,214,5.87,,,3.15,3.67,0.23,1.15,15,5,0.098,267,5.35,,,3.29,3.55,0.5,1.81,4,0.364
UNIVERSITY,DEGREE,YES,148,2,0.014,0,0.0054,1,1,0.0686,4,14,8,0.198,214,5.87,,,3.15,3.67,0.23,1.15,17,10,0.42,125,missing,G,N,1.57,0,0.36,0,missing,missing
UNIVERSITY,EDUCATION,YES,148,5,0.034,0.014,0.0309,4,1,0.1308,4,14,7,0.138,214,5.87,,,3.15,3.67,0.23,1.15,13,7,0.213,214,2.98,,,3.75,4.88,0.58,1.28,4,0.172
UNIVERSITY,FLORIDA,YES,148,2,0.014,0,0,0,1,0.0068,1,14,11,0.503,214,5.87,,,3.15,3.67,0.23,1.15,16,13,0.826,20,6.1,,,1.36,0,0.5,0,missing,missing
UNIVERSITY,FUN,YES,148,2,0.014,0,0.0056,2,1,0.0002,1,14,10,0.57,214,5.87,,,3.15,3.67,0.23,1.15,15,14,0.757,44,2.45,,,2.13,3.33,0.73,2.03,missing,missing
UNIVERSITY,LARGE,YES,148,2,0.014,0,0.0004,1,1,0,0,14,11,0.814,214,5.87,,,3.15,3.67,0.23,1.15,6,6,0.906,361,3.14,,,2.33,3.2,1,1.54,missing,missing
UNIVERSITY,LEARN,YES,148,7,0.047,0,0.0383,5,1,0.0588,4,14,7,0.125,214,5.87,,,3.15,3.67,0.23,1.15,19,14,0.601,84,3.66,,,3,5.46,0.56,2,missing,missing
UNIVERSITY,LIFE,YES,148,2,0.014,0,0.0108,1,1,0,0,14,11,0.584,214,5.87,,,3.15,3.67,0.23,1.15,11,11,0.853,715,3.88,,,1.36,2.11,0.73,1.67,missing,missing
UNIVERSITY,SCHOOL,YES,148,50,0.338,0,0.0893,8,1,0.0385,7,14,4,0.083,214,5.87,,,3.15,3.67,0.23,1.15,22,14,0.376,492,5.25,T,N,3.35,4.18,0.7,2.65,missing,missing
UNIVERSITY,STUDY,YES,148,4,0.027,0,0.0469,5,1,0.0367,4,14,6,0.111,214,5.87,,,3.15,3.67,0.23,1.15,20,16,0.52,246,4.1,G,N,3.55,5.19,0.5,1.57,missing,missing
UNIVERSITY,USF,NO,148,6,0.041,0,0,0,0,0,0,14,13,0.855,214,5.87,,,3.15,3.67,0.23,1.15,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNIVERSITY,WORK,YES,148,2,0.014,0,0.0619,6,1,0.007,2,14,6,0.164,214,5.87,,,3.15,3.67,0.23,1.15,19,17,0.734,760,3.88,N,N,1.63,3.11,0.68,3.01,missing,missing
UNJUST,BAD,YES,146,3,0.021,0,0.015,5,0,0,0,14,8,0.235,3,2.36,,,2.36,2.81,0.14,1.19,9,9,0.887,142,3,,,0.33,2.33,0.56,1.99,missing,missing
UNJUST,CAUSE,YES,146,2,0.014,0,0.001,1,0,0,0,14,12,0.627,3,2.36,,,2.36,2.81,0.14,1.19,19,18,0.772,130,2.9,,,1.44,3.38,0.22,1.48,missing,missing
UNJUST,CORRUPT,YES,146,2,0.014,0,0.0003,1,0,0.0048,3,14,10,0.653,3,2.36,,,2.36,2.81,0.14,1.19,14,11,0.354,8,missing,,,1.71,2.51,0.21,1.11,missing,missing
UNJUST,COURT,YES,146,2,0.014,0,0.0067,3,0,0.0044,3,14,9,0.571,3,2.36,,,2.36,2.81,0.14,1.19,17,12,0.578,230,5.05,N,N,1.4,2.18,0.6,2.34,missing,missing
UNJUST,CRUEL,YES,146,3,0.021,0,0.0079,1,0,0,0,14,12,0.455,3,2.36,,,2.36,2.81,0.14,1.19,12,9,0.686,15,3.63,,,1.44,2.13,0.44,1.15,missing,missing
UNJUST,FAIR,YES,146,8,0.055,0,0.0696,3,0,0.0246,3,14,9,0.147,3,2.36,,,2.36,2.81,0.14,1.19,25,20,0.566,77,4.09,N,AJ,1.35,4.18,0.3,1.66,missing,missing
UNJUST,GOVERNMENT,YES,146,2,0.014,0,0.0014,1,0,0.0029,4,14,9,0.632,3,2.36,,,2.36,2.81,0.14,1.19,19,13,0.47,417,4.63,,,1.35,1.87,0.47,1.97,missing,missing
UNJUST,JAIL,YES,146,2,0.014,0,0.0011,3,0,0.0007,1,14,9,0.632,3,2.36,,,2.36,2.81,0.14,1.19,15,13,0.768,21,5.84,,,2.36,2.27,0.43,2.28,missing,missing
UNJUST,JUST,YES,146,11,0.075,0.117,0.0016,1,0,0.0135,5,14,8,0.297,3,2.36,,,2.36,2.81,0.14,1.19,19,6,0.24,872,2.53,,,1.83,0,0.17,0,1,0.03
UNJUST,JUSTICE,YES,146,3,0.021,0,0.0146,3,0,0.0073,3,14,9,0.365,3,2.36,,,2.36,2.81,0.14,1.19,15,11,0.468,114,2.18,,,1.5,2.73,0.5,1.27,missing,missing
UNJUST,LAW,YES,146,3,0.021,0,0.0093,5,0,0.0028,4,14,7,0.543,3,2.36,,,2.36,2.81,0.14,1.19,14,9,0.611,299,3.36,,,2.62,3.31,0.69,1.84,missing,missing
UNJUST,RULE,YES,146,2,0.014,0,0.0012,2,0,0.0034,1,14,11,0.667,3,2.36,,,2.36,2.81,0.14,1.19,21,18,0.489,73,2.79,G,N,1.53,2.36,0.26,1.51,missing,missing
UNJUST,UNFAIR,YES,146,35,0.24,0.067,0.0052,2,0,0.0245,5,14,7,0.105,3,2.36,,,2.36,2.81,0.14,1.19,16,8,0.246,13,missing,,,1.36,1.88,0.21,1.35,2,0.089
UNJUST,WRONG,YES,146,26,0.178,0,0.014,2,0,0.0009,1,14,10,0.222,3,2.36,,,2.36,2.81,0.14,1.19,6,5,0.839,129,2.6,,,0.67,1.02,0.67,2.34,missing,missing
UNKNOWN,ANONYMOUS,NO,132,5,0.038,0,0,0,0,0,0,21,16,0.583,47,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNKNOWN,DARK,YES,132,2,0.015,0,0.0024,2,5,0.0006,1,21,13,0.522,47,missing,,,missing,missing,missing,missing,8,6,0.833,185,4.68,G,AJ,0.29,0.9,0.71,1.91,missing,missing
UNKNOWN,DIFFERENT,YES,132,2,0.015,0,0.0027,3,5,0.0013,2,21,12,0.515,47,missing,,,missing,missing,missing,missing,12,9,0.771,312,2.75,,,3.45,5.06,1,2.82,missing,missing
UNKNOWN,FAMOUS,YES,132,2,0.015,0.036,0.0035,1,5,0.015,2,21,14,0.394,47,missing,,,missing,missing,missing,missing,14,9,0.556,89,3.05,,,1.09,0,0.36,0,0,0
UNKNOWN,FEAR,YES,132,3,0.023,0,0.0008,1,5,0.0006,1,21,13,0.522,47,missing,,,missing,missing,missing,missing,17,14,0.651,127,3.22,,,1.4,1.91,0.67,1.8,missing,missing
UNKNOWN,FOREIGN,YES,132,2,0.015,0.015,0,0,5,0.0018,2,21,13,0.53,47,missing,,,missing,missing,missing,missing,20,11,0.484,158,missing,,,1.21,0,0.43,0,0,0
UNKNOWN,INFAMOUS,NO,132,2,0.015,0,0,0,0,0,0,21,16,0.583,47,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNKNOWN,KNOWN,YES,132,23,0.174,0.438,0.0012,1,5,0.0005,2,21,13,0.379,47,missing,,,missing,missing,missing,missing,15,9,0.217,245,2.22,,,1,1.72,0.33,1.34,0,0
UNKNOWN,LOST,YES,132,5,0.038,0,0,0,5,0,0,21,15,0.545,47,missing,,,missing,missing,missing,missing,6,4,0.816,173,missing,G,AJ,0.75,1.27,0.75,2.04,missing,missing
UNKNOWN,MYSTERIOUS,NO,132,4,0.03,0,0,0,0,0,0,21,16,0.583,47,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNKNOWN,MYSTERY,YES,132,11,0.083,0.058,0,0,5,0.0046,3,21,12,0.386,47,missing,,,missing,missing,missing,missing,19,12,0.626,39,missing,,,1.69,3.21,0.38,2.06,0,0
UNKNOWN,NOT,YES,132,2,0.015,0,0.0023,1,5,0,0,21,14,0.394,47,missing,,,missing,missing,missing,missing,21,15,0.63,4609,2.68,,,1.4,0,0,0,missing,missing
UNKNOWN,QUESTION,YES,132,10,0.076,0,0.0036,1,5,0,0,21,14,0.424,47,missing,,,missing,missing,missing,missing,6,5,0.87,257,3.91,,,0.4,0.95,0.6,1.99,missing,missing
UNKNOWN,SCARY,YES,132,3,0.023,0,0.004,2,5,0.0017,2,21,12,0.439,47,missing,,,missing,missing,missing,missing,13,9,0.65,2,2.59,,,2.73,4.48,0.55,1.59,missing,missing
UNKNOWN,SECRET,YES,132,2,0.015,0.014,0.0018,1,5,0,0,21,14,0.485,47,missing,,,missing,missing,missing,missing,24,20,0.682,52,missing,,,1,2.15,0.43,1.64,0,0
UNKNOWN,SOLDIER,YES,132,3,0.023,0,0,0,5,0,0,21,15,0.56,47,missing,,,missing,missing,missing,missing,13,12,0.819,39,5.68,,,2,2.18,0.42,1.33,missing,missing
UNKNOWN,SPACE,YES,132,2,0.015,0,0,0,5,0,0,21,15,0.568,47,missing,,,missing,missing,missing,missing,25,22,0.704,184,3.59,,,1.91,4.08,0.68,2.76,missing,missing
UNKNOWN,STRANGE,YES,132,3,0.023,0,0.006,3,5,0.0073,2,21,12,0.515,47,missing,,,missing,missing,missing,missing,12,8,0.291,84,2.45,,,3.8,2.64,0.7,2.1,missing,missing
UNKNOWN,UNIDENTIFIED,NO,132,2,0.015,0,0,0,0,0,0,21,16,0.583,47,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNKNOWN,UNPOPULAR,NO,132,2,0.015,0,0,0,0,0,0,21,16,0.583,47,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNKNOWN,WEIRD,YES,132,2,0.015,0,0.01,2,5,0.0076,2,21,13,0.53,47,missing,,,missing,missing,missing,missing,15,11,0.432,10,2.39,,,3.69,3.9,0.85,2.33,missing,missing
UNLAWFUL,ACT,YES,149,3,0.02,0,0,0,0,0,0,14,13,0.73,1,missing,,,3.57,3.58,0.14,1.14,16,15,0.785,283,3.79,T,N,1.67,1.93,0.4,1.89,missing,missing
UNLAWFUL,BAD,YES,149,5,0.034,0,0.0247,8,0,0.0008,1,14,5,0.207,1,missing,,,3.57,3.58,0.14,1.14,9,8,0.876,142,3,,,0.33,2.33,0.56,1.99,missing,missing
UNLAWFUL,CRIME,YES,149,11,0.074,0,0.0268,8,0,0.0154,6,14,4,0.194,1,missing,,,3.57,3.58,0.14,1.14,24,16,0.378,34,3.81,,,2.59,4.15,0.59,1.68,missing,missing
UNLAWFUL,CRIMINAL,YES,149,13,0.087,0,0.0117,7,0,0.016,7,14,4,0.396,1,missing,,,3.57,3.58,0.14,1.14,18,10,0.372,24,4.92,,,4.12,5.82,0.59,1.51,missing,missing
UNLAWFUL,ENTRY,YES,149,16,0.107,0,0.0015,1,0,0,0,14,12,0.589,1,missing,,,3.57,3.58,0.14,1.14,13,13,0.738,26,missing,,,0.77,2.04,0,1,missing,missing
UNLAWFUL,ILLEGAL,YES,149,25,0.168,0.045,0.0018,2,0,0.0176,4,14,7,0.293,1,missing,,,3.57,3.58,0.14,1.14,9,4,0.455,9,missing,,,2.33,1.9,0.33,1.38,2,0.056
UNLAWFUL,JAIL,YES,149,6,0.04,0,0.0267,4,0,0.0124,6,14,6,0.463,1,missing,,,3.57,3.58,0.14,1.14,15,8,0.391,21,5.84,,,2.36,2.27,0.43,2.28,missing,missing
UNLAWFUL,LAW,YES,149,2,0.013,0,0.0146,4,0,0.0078,4,14,7,0.301,1,missing,,,3.57,3.58,0.14,1.14,14,9,0.58,299,3.36,,,2.62,3.31,0.69,1.84,missing,missing
UNLAWFUL,LAWFUL,YES,149,8,0.054,0.095,0,0,0,0.0106,5,14,8,0.308,1,missing,,,3.57,3.58,0.14,1.14,20,12,0.441,2,missing,,,2.56,4.36,0.06,1.05,0,0
UNLAWFUL,OUTLAW,YES,149,2,0.013,0,0,0,0,0.022,6,14,7,0.26,1,missing,,,3.57,3.58,0.14,1.14,20,14,0.522,2,4.29,,,2.85,4.76,0.1,1.14,missing,missing
UNLAWFUL,POLICE,YES,149,2,0.013,0,0.0106,5,0,0.0009,1,14,8,0.53,1,missing,,,3.57,3.58,0.14,1.14,19,17,0.67,155,6.69,,,0.89,1.57,0.72,2.9,missing,missing
UNLAWFUL,PRISON,YES,149,2,0.013,0,0.0147,3,0,0.0239,5,14,8,0.401,1,missing,,,3.57,3.58,0.14,1.14,17,11,0.361,42,6.62,,,2.38,3.64,0.5,1.65,missing,missing
UNLAWFUL,THIEF,YES,149,2,0.013,0,0.0077,4,0,0.0027,4,14,7,0.476,1,missing,,,3.57,3.58,0.14,1.14,11,7,0.824,8,4.83,,,3,2.63,0.55,2.25,missing,missing
UNLAWFUL,WRONG,YES,149,15,0.101,0,0.0147,4,0,0.0014,1,14,8,0.347,1,missing,,,3.57,3.58,0.14,1.14,6,5,0.839,129,2.6,,,0.67,1.02,0.67,2.34,missing,missing
UNLOAD,BOXES,NO,150,2,0.013,0,0,0,0,0,0,21,15,0.619,7,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNLOAD,CAR,YES,150,4,0.027,0,0.0179,2,6,0.0074,1,21,12,0.505,7,missing,,,missing,missing,missing,missing,25,21,0.687,274,6.35,,,2.5,4.42,0.91,5.52,missing,missing
UNLOAD,CARRY,YES,150,3,0.02,0,0.0084,2,6,0.0089,3,21,10,0.313,7,missing,,,missing,missing,missing,missing,19,15,0.667,88,3.93,G,V,1.5,2.69,0.44,1.89,missing,missing
UNLOAD,DUMP,YES,150,5,0.033,0,0.0052,2,6,0.0083,2,21,12,0.326,7,missing,,,missing,missing,missing,missing,9,6,0.664,4,3.36,N,V,1.5,2.35,0.5,1.07,missing,missing
UNLOAD,EMPTY,YES,150,8,0.053,0,0,0,6,0,0,21,14,0.566,7,missing,,,missing,missing,missing,missing,11,11,0.845,64,3.65,,,0.27,1.01,0.36,1.81,missing,missing
UNLOAD,FURNITURE,YES,150,2,0.013,0,0.0002,1,6,0,0,21,13,0.586,7,missing,,,missing,missing,missing,missing,12,12,0.825,39,6.83,,,3.08,4.64,0.08,1.02,missing,missing
UNLOAD,GIVE,YES,150,2,0.013,0,0.0199,2,6,0.0209,1,21,12,0.532,7,missing,,,missing,missing,missing,missing,13,11,0.349,291,3.18,,,2.25,3.33,0.67,2.57,missing,missing
UNLOAD,HEAVY,YES,150,2,0.013,0,0.048,2,6,0.0147,1,21,12,0.393,7,missing,,,missing,missing,missing,missing,16,14,0.745,110,4.09,,,1.33,2.65,0.27,1.62,missing,missing
UNLOAD,LOAD,YES,150,29,0.193,0.088,0.0033,4,6,0.0127,6,21,8,0.233,7,missing,,,missing,missing,missing,missing,16,8,0.224,45,4.35,,,1.53,1.98,0.33,1.33,0,0
UNLOAD,MOVE,YES,150,3,0.02,0,0.0011,2,6,0.0004,2,21,10,0.493,7,missing,,,missing,missing,missing,missing,27,22,0.681,171,3.81,,,2.54,8.19,0.33,2,missing,missing
UNLOAD,OFFLOAD,NO,150,2,0.013,0,0,0,0,0,0,21,15,0.619,7,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNLOAD,PACK,YES,150,5,0.033,0,0.0052,1,6,0.0013,3,21,11,0.353,7,missing,,,missing,missing,missing,missing,23,20,0.772,25,4.98,N,N,1.73,3.89,0.14,1.07,missing,missing
UNLOAD,RELEASE,YES,150,4,0.027,0,0.0005,1,6,0.0009,2,21,11,0.499,7,missing,,,missing,missing,missing,missing,18,14,0.463,37,missing,,,1.81,0,0.19,0,missing,missing
UNLOAD,RELIEVE,NO,150,2,0.013,0,0,0,0,0,0,21,15,0.619,7,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNLOAD,RELOAD,NO,150,5,0.033,0,0,0,0,0,0,21,15,0.619,7,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNLOAD,REMOVE,YES,150,5,0.033,0,0,0,6,0.0219,4,21,11,0.492,7,missing,,,missing,missing,missing,missing,16,11,0.238,58,missing,,,0.93,1.3,0.14,1.07,missing,missing
UNLOAD,RID,NO,150,2,0.013,0,0,0,0,0,0,21,15,0.619,7,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNLOAD,TAKE,YES,150,7,0.047,0,0.0215,4,6,0.0054,1,21,10,0.479,7,missing,,,missing,missing,missing,missing,11,10,0.382,611,3.2,,,2.55,2.91,0.73,2.42,missing,missing
UNLOAD,TRUCK,YES,150,10,0.067,0,0.0247,3,6,0.0105,3,21,11,0.299,7,missing,,,missing,missing,missing,missing,17,12,0.489,57,7,,,2.07,4.87,0.53,1.57,missing,missing
UNLOAD,UNPACK,NO,150,7,0.047,0,0,0,0,0,0,21,15,0.619,7,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNLOAD,WORK,YES,150,4,0.027,0,0.0027,1,6,0,0,21,13,0.399,7,missing,,,missing,missing,missing,missing,19,19,0.768,760,3.88,N,N,1.63,3.11,0.68,3.01,missing,missing
UNNATURAL,ABNORMAL,YES,152,5,0.033,0,0.0019,3,7,0.0171,5,19,5,0.428,8,missing,,,missing,missing,missing,missing,13,7,0.402,3,missing,,,3.5,4.41,0.25,1.39,missing,missing
UNNATURAL,ACTS,NO,152,3,0.02,0,0,0,0,0,0,19,12,0.619,8,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNNATURAL,ALIENS,NO,152,3,0.02,0,0,0,0,0,0,19,12,0.619,8,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNNATURAL,ARTIFICIAL,NO,152,3,0.02,0,0,0,0,0,0,19,12,0.619,8,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNNATURAL,AWKWARD,YES,152,3,0.02,0,0,0,7,0.0108,3,19,8,0.487,8,missing,,,missing,missing,missing,missing,16,12,0.421,11,3.25,,,1.13,2.02,0.13,1.08,missing,missing
UNNATURAL,DIFFERENT,YES,152,2,0.013,0,0.0098,7,7,0.0039,4,19,4,0.408,8,missing,,,missing,missing,missing,missing,12,7,0.73,312,2.75,,,3.45,5.06,1,2.82,missing,missing
UNNATURAL,FAKE,YES,152,34,0.224,0,0.0024,2,7,0.0024,2,19,9,0.224,8,missing,,,missing,missing,missing,missing,19,15,0.587,10,2.88,,,1.47,0,0.53,0,missing,missing
UNNATURAL,IMMORTAL,NO,152,2,0.013,0,0,0,0,0,0,19,12,0.619,8,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNNATURAL,IRREGULAR,YES,152,2,0.013,0,0.0002,1,7,0.0047,6,19,5,0.428,8,missing,,,missing,missing,missing,missing,15,7,0.45,9,missing,,,3.62,4.73,0.15,1.21,missing,missing
UNNATURAL,MAKE UP,YES,152,2,0.013,0,0,0,7,0.0052,1,19,10,0.382,8,missing,,,missing,missing,missing,missing,21,17,0.596,5,missing,,,2.11,0,0.44,0,missing,missing
UNNATURAL,NATURAL,YES,152,24,0.158,0.054,0,0,7,0.0032,2,19,10,0.237,8,missing,,,missing,missing,missing,missing,25,20,0.506,156,missing,,,1.23,2.28,0.14,1.23,0,0
UNNATURAL,ODD,YES,152,3,0.02,0,0.0117,6,7,0.0106,4,19,5,0.428,8,missing,,,missing,missing,missing,missing,7,3,0.605,44,2.6,W,AJ,1.71,2.38,0.71,1.89,missing,missing
UNNATURAL,SELECTION,YES,152,2,0.013,0,0,0,7,0,0,19,11,0.606,8,missing,,,missing,missing,missing,missing,12,12,0.832,39,missing,,,1,2.96,0.17,1.08,missing,missing
UNNATURAL,STRANGE,YES,152,8,0.053,0,0.0258,7,7,0.0237,4,19,4,0.408,8,missing,,,missing,missing,missing,missing,12,6,0.115,84,2.45,,,3.8,2.64,0.7,2.1,missing,missing
UNNATURAL,SYNTHETIC,NO,152,2,0.013,0,0,0,0,0,0,19,12,0.619,8,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNNATURAL,UNHEALTHY,NO,152,2,0.013,0,0,0,0,0,0,19,12,0.619,8,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNNATURAL,UNREAL,NO,152,3,0.02,0,0,0,0,0,0,19,12,0.619,8,missing,,,missing,missing,missing,missing,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNNATURAL,UNUSUAL,YES,152,2,0.013,0,0.004,6,7,0.0258,6,19,5,0.428,8,missing,,,missing,missing,missing,missing,11,5,0.225,63,2.2,,,4.36,5.44,0.91,1.37,missing,missing
UNNATURAL,WEIRD,YES,152,7,0.046,0,0.037,7,7,0.0186,5,19,4,0.408,8,missing,,,missing,missing,missing,missing,15,8,0.355,10,2.39,,,3.69,3.9,0.85,2.33,missing,missing
UNPLEASANT,AWFUL,YES,154,2,0.013,0,0.0007,2,1,0.058,3,21,15,0.459,15,missing,,,2.25,6.94,0.05,1.05,11,8,0.401,17,2.28,,,2.91,5.12,0.46,1.31,missing,missing
UNPLEASANT,BAD,YES,154,25,0.162,0,0.0151,7,1,0,0,21,12,0.303,15,missing,,,2.25,6.94,0.05,1.05,9,9,0.887,142,3,,,0.33,2.33,0.56,1.99,missing,missing
UNPLEASANT,DIRTY,YES,154,2,0.013,0,0.0021,2,1,0.0064,2,21,15,0.595,15,missing,,,2.25,6.94,0.05,1.05,15,12,0.632,36,4.08,,,0.64,1.41,0.36,2.55,missing,missing
UNPLEASANT,DISLIKE,YES,154,4,0.026,0,0,0,1,0.001,1,21,18,0.627,15,missing,,,2.25,6.94,0.05,1.05,6,4,0.828,14,2.75,,,1.2,1.24,0.4,1.15,missing,missing
UNPLEASANT,DISTURBING,NO,154,2,0.013,0,0,0,0,0,0,21,20,0.724,15,missing,,,2.25,6.94,0.05,1.05,0,0,0,0,missing,,,missing,missing,missing,missing,missing,missing
UNPLEASANT,FOUL,YES,154,2,0.013,0,0,0,1,0.0228,6,21,13,0.381,15,missing,,,2.25,6.94,0.05,1.05,19,13,0.403,4,3.47,T,AJ,1.32,3.78,0,1,missing,missing
UNPLEASANT,GROSS,YES,154,7,0.045,0,0.0041,4,1,0.0015,1,21,15,0.614,15,missing,,,2.25,6.94,0.05,1.05,16,15,0.691,30,2.73,W,AJ,1.38,2.52,0.44,2.2,missing,missing
UNPLEASANT,HURT,YES,154,2,0.013,0,0.0109,3,1,0.0102,2,21,15,0.641,15,missing,,,2.25,6.94,0.05,1.05,12,10,0.296,37,3.66,,,1.17,2.03,0.83,3.56,missing,missing
UNPLEASANT,MEAN,YES,154,11,0.071,0,0.017,4,1,0.0115,3,21,14,0.4,15,missing,,,2.25,6.94,0.05,1.05,18,14,0.375,199,3.09,N,N,1.53,2.96,0.59,2.55,missing,missing
UNPLEASANT,NASTY,YES,154,4,0.026,0,0.0106,4,1,0.0498,5,21,13,0.368,15,missing,,,2.25,6.94,0.05,1.05,12,7,0.168,5,2.63,,,2.58,4.73,0.42,1.24,missing,missing
UNPLEASANT,NICE,YES,154,4,0.026,0,0.0293,4,1,0.036,4,21,14,0.348,15,missing,,,2.25,6.94,0.05,1.05,14,10,0.394,75,2.75,,,2.93,5.08,0.71,2.24,missing,missing
UNPLEASANT,ODOR,YES,154,10,0.065,0,0.0058,2,1,0.0223,1,21,17,0.614,15,missing,,,2.25,6.94,0.05,1.05,6,5,0.152,14,5.83,G,N,1.67,3.56,0.83,1.42,missing,missing
UNPLEASANT,PAIN,YES,154,3,0.019,0,0.0091,2,1,0.0072,1,21,17,0.673,15,missing,,,2.25,6.94,0.05,1.05,13,11,0.231,88,4.22,,,0.92,1.82,0.5,3.54,missing,missing
